date,city,vegetable,wholesale_price,volume_kg,origin_province
2021-10-01,Chengdu,青椒,2.78,3612,Shandong
2021-10-02,Chengdu,青椒,3.68,2789,Guangdong
2021-10-03,Chengdu,青椒,2.52,3500,Guangdong
2021-10-04,Chengdu,青椒,3.07,3381,Guangdong
2021-10-05,Chengdu,青椒,2.63,3800,Shandong
2021-10-06,Chengdu,青椒,2.9,3378,Guangdong
2021-10-07,Chengdu,青椒,3.2,2973,Henan
2021-10-08,Chengdu,青椒,3.49,2214,Henan
2021-10-09,Chengdu,青椒,3.46,2654,Henan
2021-10-10,Chengdu,青椒,3.27,2705,Henan
2021-10-11,Chengdu,青椒,3.5,2339,Guangdong
2021-10-12,Chengdu,青椒,2.75,3156,Guangdong
2021-10-13,Chengdu,青椒,3.95,2421,Guangdong
2021-10-14,Chengdu,青椒,2.54,3897,Henan
2021-10-15,Chengdu,青椒,2.47,3771,Guangdong
2021-10-16,Chengdu,青椒,2.52,3994,Shandong
2021-10-17,Chengdu,青椒,3.02,2878,Hebei
2021-10-18,Chengdu,青椒,3.44,2847,Guangdong
2021-10-19,Chengdu,青椒,3.53,2084,Henan
2021-10-20,Chengdu,青椒,3.76,2691,Hebei
2021-10-21,Chengdu,青椒,2.64,3769,Guangdong
2021-10-22,Chengdu,青椒,3.27,2498,Shandong
2021-10-23,Chengdu,青椒,3.84,2537,Guangdong
2021-10-24,Chengdu,青椒,2.79,2591,Guangdong
2021-10-25,Chengdu,青椒,2.84,2523,Shandong
2021-10-26,Chengdu,青椒,2.99,3635,Hebei
2021-10-27,Chengdu,青椒,2.97,3249,Guangdong
2021-10-28,Chengdu,青椒,3.54,2045,Sichuan
2021-10-29,Chengdu,青椒,3.17,3047,Henan
2021-10-30,Chengdu,青椒,3.61,2323,Henan
2021-10-31,Chengdu,青椒,3.39,2638,Hebei
2021-11-01,Chengdu,青椒,3.44,2865,Sichuan
2021-11-02,Chengdu,青椒,3.22,2719,Guangdong
2021-11-03,Chengdu,青椒,3.34,2411,Henan
2021-11-04,Chengdu,青椒,3.36,2420,Hebei
2021-11-05,Chengdu,青椒,3.39,2865,Hebei
2021-11-06,Chengdu,青椒,3.43,2943,Sichuan
2021-11-07,Chengdu,青椒,3.17,2758,Hebei
2021-11-08,Chengdu,青椒,3.46,3114,Guangdong
2021-11-09,Chengdu,青椒,3.18,2871,Henan
2021-11-10,Chengdu,青椒,4.29,1990,Hebei
2021-11-11,Chengdu,青椒,3.97,2611,Henan
2021-11-12,Chengdu,青椒,3.73,2333,Guangdong
2021-11-13,Chengdu,青椒,3.53,2106,Sichuan
2021-11-14,Chengdu,青椒,3.87,2443,Henan
2021-11-15,Chengdu,青椒,3.59,1786,Henan
2021-11-16,Chengdu,青椒,3.46,2492,Shandong
2021-11-17,Chengdu,青椒,3.51,2721,Henan
2021-11-18,Chengdu,青椒,4.0,2218,Sichuan
2021-11-19,Chengdu,青椒,3.24,2896,Hebei
2021-11-20,Chengdu,青椒,3.1,2713,Guangdong
2021-11-21,Chengdu,青椒,3.74,2527,Guangdong
2021-11-22,Chengdu,青椒,4.08,2329,Hebei
2021-11-23,Chengdu,青椒,3.42,3130,Guangdong
2021-11-24,Chengdu,青椒,3.22,3055,Henan
2021-11-25,Chengdu,青椒,3.62,2757,Shandong
2021-11-26,Chengdu,青椒,3.95,2419,Henan
2021-11-27,Chengdu,青椒,4.68,2030,Hebei
2021-11-28,Chengdu,青椒,3.48,2310,Sichuan
2021-11-29,Chengdu,青椒,3.58,2208,Henan
2021-11-30,Chengdu,青椒,3.46,2222,Henan
2021-12-01,Chengdu,青椒,3.18,3140,Shandong
2021-12-02,Chengdu,青椒,4.2,2509,Sichuan
2021-12-03,Chengdu,青椒,3.54,2346,Hebei
2021-12-04,Chengdu,青椒,3.89,2107,Henan
2021-12-05,Chengdu,青椒,4.7,2361,Sichuan
2021-12-06,Chengdu,青椒,3.97,2084,Shandong
2021-12-07,Chengdu,青椒,4.46,1800,Shandong
2021-12-08,Chengdu,青椒,3.79,1684,Guangdong
2021-12-09,Chengdu,青椒,3.94,2491,Hebei
2021-12-10,Chengdu,青椒,4.14,2387,Guangdong
2021-12-11,Chengdu,青椒,4.57,2119,Sichuan
2021-12-12,Chengdu,青椒,4.44,1857,Sichuan
2021-12-13,Chengdu,青椒,3.91,2055,Henan
2021-12-14,Chengdu,青椒,3.48,2329,Shandong
2021-12-15,Chengdu,青椒,3.98,2429,Shandong
2021-12-16,Chengdu,青椒,4.38,1678,Henan
2021-12-17,Chengdu,青椒,4.11,2582,Hebei
2021-12-18,Chengdu,青椒,4.52,1887,Henan
2021-12-19,Chengdu,青椒,3.69,2257,Sichuan
2021-12-20,Chengdu,青椒,4.74,2198,Hebei
2021-12-21,Chengdu,青椒,4.23,2225,Henan
2021-12-22,Chengdu,青椒,4.47,1864,Sichuan
2021-12-23,Chengdu,青椒,4.5,2128,Hebei
2021-12-24,Chengdu,青椒,4.67,1975,Henan
2021-12-25,Chengdu,青椒,4.14,2089,Shandong
2021-12-26,Chengdu,青椒,4.91,1455,Hebei
2021-12-27,Chengdu,青椒,4.81,1883,Shandong
2021-12-28,Chengdu,青椒,4.82,1714,Sichuan
2021-12-29,Chengdu,青椒,4.61,1988,Shandong
2021-12-30,Chengdu,青椒,4.33,2224,Shandong
2021-12-31,Chengdu,青椒,4.63,1890,Hebei
2019-01-01,Chengdu,茄子,4.19,2175,Sichuan
2019-01-02,Chengdu,茄子,3.97,1655,Henan
2019-01-03,Chengdu,茄子,4.11,1944,Sichuan
2019-01-04,Chengdu,茄子,4.11,2024,Hebei
2019-01-05,Chengdu,茄子,4.35,1743,Hebei
2019-01-06,Chengdu,茄子,4.37,2080,Hebei
2019-01-07,Chengdu,茄子,4.18,1873,Guangdong
2019-01-08,Chengdu,茄子,4.41,1896,Sichuan
2019-01-09,Chengdu,茄子,3.98,1824,Guangdong
2019-01-10,Chengdu,茄子,4.53,1748,Guangdong
2019-01-11,Chengdu,茄子,4.39,1797,Henan
2019-01-12,Chengdu,茄子,4.55,1864,Shandong
2019-01-13,Chengdu,茄子,4.6,1876,Shandong
2019-01-14,Chengdu,茄子,4.53,1911,Sichuan
2019-01-15,Chengdu,茄子,5.27,1295,Shandong
2019-01-16,Chengdu,茄子,5.64,1401,Guangdong
2019-01-17,Chengdu,茄子,4.54,1903,Guangdong
2019-01-18,Chengdu,茄子,4.63,1733,Sichuan
2019-01-19,Chengdu,茄子,5.22,1651,Hebei
2019-01-20,Chengdu,茄子,4.86,1945,Shandong
2019-01-21,Chengdu,茄子,5.49,1363,Sichuan
2019-01-22,Chengdu,茄子,5.26,1692,Sichuan
2019-01-23,Chengdu,茄子,4.97,1599,Shandong
2019-01-24,Chengdu,茄子,5.44,1666,Shandong
2019-01-25,Chengdu,茄子,4.31,1496,Henan
2019-01-26,Chengdu,茄子,5.98,1351,Hebei
2019-01-27,Chengdu,茄子,5.67,1656,Hebei
2019-01-28,Chengdu,茄子,5.72,1607,Henan
2019-01-29,Chengdu,茄子,4.81,1375,Shandong
2019-01-30,Chengdu,茄子,5.15,1899,Hebei
2019-01-31,Chengdu,茄子,5.24,1564,Guangdong
2019-02-01,Chengdu,茄子,4.97,1576,Guangdong
2019-02-02,Chengdu,茄子,5.65,1538,Hebei
2019-02-03,Chengdu,茄子,5.27,1547,Guangdong
2019-02-04,Chengdu,茄子,4.99,1571,Guangdong
2019-02-05,Chengdu,茄子,4.88,1705,Guangdong
2019-02-06,Chengdu,茄子,5.71,1458,Shandong
2019-02-07,Chengdu,茄子,6.33,1233,Shandong
2019-02-08,Chengdu,茄子,5.23,1586,Sichuan
2019-02-09,Chengdu,茄子,5.84,1376,Hebei
2019-02-10,Chengdu,茄子,5.09,1534,Hebei
2019-02-11,Chengdu,茄子,5.9,1167,Hebei
2019-02-12,Chengdu,茄子,4.85,1988,Hebei
2019-02-13,Chengdu,茄子,6.09,1387,Shandong
2019-02-14,Chengdu,茄子,5.67,1388,Shandong
2019-02-15,Chengdu,茄子,4.57,1171,Sichuan
2019-02-16,Chengdu,茄子,5.44,1399,Henan
2019-02-17,Chengdu,茄子,5.67,1441,Shandong
2019-02-18,Chengdu,茄子,4.96,1887,Hebei
2019-02-19,Chengdu,茄子,4.81,1802,Shandong
2019-02-20,Chengdu,茄子,4.73,1619,Henan
2019-02-21,Chengdu,茄子,4.32,2045,Guangdong
2019-02-22,Chengdu,茄子,4.69,1908,Henan
2019-02-23,Chengdu,茄子,5.27,1720,Shandong
2019-02-24,Chengdu,茄子,4.5,1721,Guangdong
2019-02-25,Chengdu,茄子,5.19,1555,Shandong
2019-02-26,Chengdu,茄子,4.93,1596,Henan
2019-02-27,Chengdu,茄子,5.04,1568,Shandong
2019-02-28,Chengdu,茄子,5.48,1566,Hebei
2019-03-01,Chengdu,茄子,5.54,1225,Hebei
2019-03-02,Chengdu,茄子,5.27,1976,Shandong
2019-03-03,Chengdu,茄子,5.29,1373,Sichuan
2019-03-04,Chengdu,茄子,5.02,1819,Henan
2019-03-05,Chengdu,茄子,5.46,1528,Henan
2019-03-06,Chengdu,茄子,5.41,1412,Shandong
2019-03-07,Chengdu,茄子,4.9,1707,Henan
2019-03-08,Chengdu,茄子,5.04,1388,Guangdong
2019-03-09,Chengdu,茄子,5.54,1617,Shandong
2019-03-10,Chengdu,茄子,5.24,1583,Shandong
2019-03-11,Chengdu,茄子,4.51,1632,Shandong
2019-03-12,Chengdu,茄子,5.51,1445,Guangdong
2019-03-13,Chengdu,茄子,5.03,1707,Shandong
2019-03-14,Chengdu,茄子,5.14,1617,Sichuan
2019-03-15,Chengdu,茄子,5.78,1512,Sichuan
2019-03-16,Chengdu,茄子,5.56,1314,Hebei
2019-03-17,Chengdu,茄子,5.22,1311,Henan
2019-03-18,Chengdu,茄子,5.1,1659,Henan
2019-03-19,Chengdu,茄子,5.65,1313,Henan
2019-03-20,Chengdu,茄子,5.01,1503,Hebei
2019-03-21,Chengdu,茄子,5.5,1501,Hebei
2019-03-22,Chengdu,茄子,5.64,1339,Shandong
2019-03-23,Chengdu,茄子,5.76,1160,Henan
2019-03-24,Chengdu,茄子,4.9,1475,Sichuan
2019-03-25,Chengdu,茄子,5.42,1492,Shandong
2019-03-26,Chengdu,茄子,5.45,1634,Shandong
2019-03-27,Chengdu,茄子,5.81,1445,Guangdong
2019-03-28,Chengdu,茄子,5.76,1448,Guangdong
2019-03-29,Chengdu,茄子,5.47,1484,Henan
2019-03-30,Chengdu,茄子,5.44,1479,Henan
2019-03-31,Chengdu,茄子,5.29,1195,Hebei
2019-04-01,Chengdu,茄子,5.0,1381,Guangdong
2019-04-02,Chengdu,茄子,5.53,1485,Henan
2019-04-03,Chengdu,茄子,5.6,1319,Shandong
2019-04-04,Chengdu,茄子,5.36,1425,Henan
2019-04-05,Chengdu,茄子,5.34,1414,Henan
2019-04-06,Chengdu,茄子,5.32,1836,Guangdong
2019-04-07,Chengdu,茄子,5.26,1524,Henan
2019-04-08,Chengdu,茄子,5.51,1719,Henan
2019-04-09,Chengdu,茄子,5.44,1586,Shandong
2019-04-10,Chengdu,茄子,5.79,1481,Henan
2019-04-11,Chengdu,茄子,5.35,1621,Sichuan
2019-04-12,Chengdu,茄子,5.08,1407,Hebei
2019-04-13,Chengdu,茄子,5.33,1439,Shandong
2019-04-14,Chengdu,茄子,5.55,1589,Henan
2019-04-15,Chengdu,茄子,5.29,1450,Hebei
2019-04-16,Chengdu,茄子,5.77,1502,Sichuan
2019-04-17,Chengdu,茄子,5.26,1780,Sichuan
2019-04-18,Chengdu,茄子,5.04,1654,Hebei
2019-04-19,Chengdu,茄子,5.19,1384,Henan
2019-04-20,Chengdu,茄子,5.64,1152,Sichuan
2019-04-21,Chengdu,茄子,5.06,1590,Guangdong
2019-04-22,Chengdu,茄子,5.21,1550,Shandong
2019-04-23,Chengdu,茄子,4.69,1748,Hebei
2019-04-24,Chengdu,茄子,4.72,1681,Guangdong
2019-04-25,Chengdu,茄子,5.92,1400,Henan
2019-04-26,Chengdu,茄子,5.58,1424,Guangdong
2019-04-27,Chengdu,茄子,5.55,1461,Guangdong
2019-04-28,Chengdu,茄子,5.56,1437,Hebei
2019-04-29,Chengdu,茄子,4.69,1723,Shandong
2019-04-30,Chengdu,茄子,5.15,1603,Sichuan
2019-05-01,Chengdu,茄子,5.37,1623,Guangdong
2019-05-02,Chengdu,茄子,5.03,1606,Henan
2019-05-03,Chengdu,茄子,4.71,2052,Sichuan
2019-05-04,Chengdu,茄子,5.66,1313,Guangdong
2019-05-05,Chengdu,茄子,5.2,1434,Guangdong
2019-05-06,Chengdu,茄子,4.67,1713,Hebei
2019-05-07,Chengdu,茄子,5.23,1579,Shandong
2019-05-08,Chengdu,茄子,5.39,1371,Shandong
2019-05-09,Chengdu,茄子,5.33,1493,Sichuan
2019-05-10,Chengdu,茄子,4.67,1800,Henan
2019-05-11,Chengdu,茄子,4.83,1723,Guangdong
2019-05-12,Chengdu,茄子,4.9,1696,Guangdong
2019-05-13,Chengdu,茄子,5.17,1576,Sichuan
2019-05-14,Chengdu,茄子,5.15,1908,Hebei
2019-05-15,Chengdu,茄子,4.98,1602,Henan
2019-05-16,Chengdu,茄子,5.02,1556,Shandong
2019-05-17,Chengdu,茄子,4.89,1636,Henan
2019-05-18,Chengdu,茄子,5.15,1815,Guangdong
2019-05-19,Chengdu,茄子,5.54,1432,Sichuan
2019-05-20,Chengdu,茄子,5.36,1463,Henan
2019-05-21,Chengdu,茄子,4.67,1467,Sichuan
2019-05-22,Chengdu,茄子,4.94,1804,Hebei
2019-05-23,Chengdu,茄子,4.35,1862,Hebei
2019-05-24,Chengdu,茄子,5.22,1622,Henan
2019-05-25,Chengdu,茄子,5.14,1489,Shandong
2019-05-26,Chengdu,茄子,5.3,1760,Henan
2019-05-27,Chengdu,茄子,4.85,1602,Shandong
2019-05-28,Chengdu,茄子,4.84,1631,Guangdong
2019-05-29,Chengdu,茄子,4.27,1978,Henan
2019-05-30,Chengdu,茄子,5.07,1595,Hebei
2019-05-31,Chengdu,茄子,4.34,1757,Guangdong
2019-06-01,Chengdu,茄子,4.48,1591,Hebei
2019-06-02,Chengdu,茄子,3.94,2155,Guangdong
2019-06-03,Chengdu,茄子,4.21,1752,Shandong
2019-06-04,Chengdu,茄子,4.61,1547,Shandong
2019-06-05,Chengdu,茄子,4.46,1645,Sichuan
2019-06-06,Chengdu,茄子,4.48,1829,Guangdong
2019-06-07,Chengdu,茄子,4.64,1515,Hebei
2019-06-08,Chengdu,茄子,4.8,1718,Hebei
2019-06-09,Chengdu,茄子,4.25,2153,Henan
2019-06-10,Chengdu,茄子,3.9,2223,Guangdong
2019-06-11,Chengdu,茄子,4.5,1792,Henan
2019-06-12,Chengdu,茄子,4.48,1510,Hebei
2019-06-13,Chengdu,茄子,4.54,1670,Hebei
2019-06-14,Chengdu,茄子,4.49,1512,Shandong
2019-06-15,Chengdu,茄子,4.89,1437,Henan
2019-06-16,Chengdu,茄子,4.55,1790,Shandong
2019-06-17,Chengdu,茄子,4.66,1783,Henan
2019-06-18,Chengdu,茄子,4.06,2065,Shandong
2019-06-19,Chengdu,茄子,4.24,2101,Shandong
2019-06-20,Chengdu,茄子,3.59,2312,Shandong
2019-06-21,Chengdu,茄子,4.31,1827,Shandong
2019-06-22,Chengdu,茄子,4.61,1858,Shandong
2019-06-23,Chengdu,茄子,4.67,1348,Henan
2019-06-24,Chengdu,茄子,4.4,1900,Shandong
2019-06-25,Chengdu,茄子,4.55,1730,Sichuan
2019-06-26,Chengdu,茄子,4.12,1795,Shandong
2019-06-27,Chengdu,茄子,4.1,1921,Hebei
2019-06-28,Chengdu,茄子,4.33,1824,Sichuan
2019-06-29,Chengdu,茄子,4.87,1942,Henan
2019-06-30,Chengdu,茄子,3.55,1740,Sichuan
2019-07-01,Chengdu,茄子,3.44,2354,Henan
2019-07-02,Chengdu,茄子,4.3,2169,Henan
2019-07-03,Chengdu,茄子,4.31,2272,Henan
2019-07-04,Chengdu,茄子,4.01,2075,Henan
2019-07-05,Chengdu,茄子,3.63,2160,Henan
2019-07-06,Chengdu,茄子,4.74,1778,Guangdong
2019-07-07,Chengdu,茄子,4.17,1868,Sichuan
2019-07-08,Chengdu,茄子,3.96,1677,Guangdong
2019-07-09,Chengdu,茄子,3.84,2404,Shandong
2019-07-10,Chengdu,茄子,4.25,2047,Sichuan
2019-07-11,Chengdu,茄子,4.2,1952,Guangdong
2019-07-12,Chengdu,茄子,3.9,1973,Henan
2019-07-13,Chengdu,茄子,4.2,2117,Sichuan
2019-07-14,Chengdu,茄子,4.07,1801,Hebei
2019-07-15,Chengdu,茄子,3.76,2404,Shandong
2019-07-16,Chengdu,茄子,3.89,2193,Shandong
2019-07-17,Chengdu,茄子,3.11,2744,Henan
2019-07-18,Chengdu,茄子,3.71,2240,Guangdong
2019-07-19,Chengdu,茄子,3.92,1843,Guangdong
2019-07-20,Chengdu,茄子,4.34,1698,Sichuan
2019-07-21,Chengdu,茄子,3.75,2374,Hebei
2019-07-22,Chengdu,茄子,3.53,2029,Hebei
2019-07-23,Chengdu,茄子,3.82,2211,Sichuan
2019-07-24,Chengdu,茄子,4.07,2200,Guangdong
2019-07-25,Chengdu,茄子,3.92,1875,Hebei
2019-07-26,Chengdu,茄子,3.94,1689,Hebei
2019-07-27,Chengdu,茄子,3.78,2100,Shandong
2019-07-28,Chengdu,茄子,3.54,2612,Shandong
2019-07-29,Chengdu,茄子,4.28,1746,Sichuan
2019-07-30,Chengdu,茄子,3.55,1906,Henan
2019-07-31,Chengdu,茄子,3.97,1808,Guangdong
2019-08-01,Chengdu,茄子,3.51,2234,Henan
2019-08-02,Chengdu,茄子,3.61,2124,Shandong
2019-08-03,Chengdu,茄子,3.36,2090,Henan
2019-08-04,Chengdu,茄子,4.23,1931,Shandong
2019-08-05,Chengdu,茄子,3.88,2198,Henan
2019-08-06,Chengdu,茄子,3.5,1963,Henan
2019-08-07,Chengdu,茄子,2.9,2854,Henan
2019-08-08,Chengdu,茄子,3.8,2036,Hebei
2019-08-09,Chengdu,茄子,3.58,2109,Henan
2019-08-10,Chengdu,茄子,3.49,2202,Henan
2019-08-11,Chengdu,茄子,3.58,2473,Sichuan
2019-08-12,Chengdu,茄子,3.56,2130,Hebei
2019-08-13,Chengdu,茄子,3.54,2216,Hebei
2019-08-14,Chengdu,茄子,3.06,2329,Sichuan
2019-08-15,Chengdu,茄子,2.82,3139,Henan
2019-08-16,Chengdu,茄子,3.29,2470,Hebei
2019-08-17,Chengdu,茄子,3.33,2497,Henan
2019-08-18,Chengdu,茄子,3.11,2477,Shandong
2019-08-19,Chengdu,茄子,3.3,2567,Henan
2019-08-20,Chengdu,茄子,2.74,2833,Sichuan
2019-08-21,Chengdu,茄子,3.38,2462,Guangdong
2019-08-22,Chengdu,茄子,2.9,2451,Hebei
2019-08-23,Chengdu,茄子,3.16,2272,Guangdong
2019-08-24,Chengdu,茄子,3.55,2059,Sichuan
2019-08-25,Chengdu,茄子,2.9,2194,Shandong
2019-08-26,Chengdu,茄子,3.37,2302,Henan
2019-08-27,Chengdu,茄子,2.74,3554,Hebei
2019-08-28,Chengdu,茄子,3.19,2803,Sichuan
2019-08-29,Chengdu,茄子,3.1,2329,Hebei
2019-08-30,Chengdu,茄子,3.13,2157,Guangdong
2019-08-31,Chengdu,茄子,3.23,2429,Shandong
2019-09-01,Chengdu,茄子,3.02,2274,Hebei
2019-09-02,Chengdu,茄子,3.42,2093,Henan
2019-09-03,Chengdu,茄子,3.28,2426,Henan
2019-09-04,Chengdu,茄子,2.52,3167,Shandong
2019-09-05,Chengdu,茄子,3.19,2517,Henan
2019-09-06,Chengdu,茄子,2.87,2839,Guangdong
2019-09-07,Chengdu,茄子,3.01,2320,Henan
2019-09-08,Chengdu,茄子,3.06,2117,Guangdong
2019-09-09,Chengdu,茄子,2.37,3162,Hebei
2019-09-10,Chengdu,茄子,3.27,2430,Shandong
2019-09-11,Chengdu,茄子,2.87,2689,Guangdong
2019-09-12,Chengdu,茄子,3.09,2620,Shandong
2019-09-13,Chengdu,茄子,2.91,3104,Shandong
2019-09-14,Chengdu,茄子,3.46,2424,Guangdong
2019-09-15,Chengdu,茄子,2.9,3057,Guangdong
2019-09-16,Chengdu,茄子,2.94,2920,Hebei
2019-09-17,Chengdu,茄子,2.83,3357,Hebei
2019-09-18,Chengdu,茄子,3.27,2129,Guangdong
2019-09-19,Chengdu,茄子,3.19,2065,Sichuan
2019-09-20,Chengdu,茄子,2.73,2795,Shandong
2019-09-21,Chengdu,茄子,3.45,1894,Sichuan
2019-09-22,Chengdu,茄子,2.92,2389,Shandong
2019-09-23,Chengdu,茄子,3.46,2312,Guangdong
2019-09-24,Chengdu,茄子,3.04,2739,Sichuan
2019-09-25,Chengdu,茄子,3.13,2677,Sichuan
2019-09-26,Chengdu,茄子,2.57,3264,Shandong
2019-09-27,Chengdu,茄子,2.68,2548,Guangdong
2019-09-28,Chengdu,茄子,2.74,2704,Sichuan
2019-09-29,Chengdu,茄子,2.62,2771,Guangdong
2019-09-30,Chengdu,茄子,2.8,2446,Sichuan
2019-10-01,Chengdu,茄子,3.44,2304,Shandong
2019-10-02,Chengdu,茄子,3.12,2327,Sichuan
2019-10-03,Chengdu,茄子,2.93,2935,Guangdong
2019-10-04,Chengdu,茄子,2.6,3208,Hebei
2019-10-05,Chengdu,茄子,2.93,2523,Shandong
2019-10-06,Chengdu,茄子,3.28,2844,Shandong
2019-10-07,Chengdu,茄子,2.43,3350,Shandong
2019-10-08,Chengdu,茄子,3.08,2564,Hebei
2019-10-09,Chengdu,茄子,3.61,2625,Henan
2019-10-10,Chengdu,茄子,2.58,3505,Henan
2019-10-11,Chengdu,茄子,2.73,3098,Shandong
2019-10-12,Chengdu,茄子,3.28,2442,Sichuan
2019-10-13,Chengdu,茄子,3.13,3178,Shandong
2019-10-14,Chengdu,茄子,3.53,1929,Hebei
2019-10-15,Chengdu,茄子,2.94,2951,Sichuan
2019-10-16,Chengdu,茄子,3.14,2625,Henan
2019-10-17,Chengdu,茄子,5.87,1255,Hebei
2019-10-18,Chengdu,茄子,2.87,2572,Guangdong
2019-10-19,Chengdu,茄子,3.05,2782,Sichuan
2019-10-20,Chengdu,茄子,3.11,2503,Guangdong
2019-10-21,Chengdu,茄子,3.1,2774,Sichuan
2019-10-22,Chengdu,茄子,2.93,2773,Hebei
2019-10-23,Chengdu,茄子,3.27,2587,Henan
2019-10-24,Chengdu,茄子,2.88,2477,Henan
2019-10-25,Chengdu,茄子,3.17,2314,Henan
2019-10-26,Chengdu,茄子,3.32,2450,Shandong
2019-10-27,Chengdu,茄子,3.44,2451,Henan
2019-10-28,Chengdu,茄子,3.49,2168,Shandong
2019-10-29,Chengdu,茄子,3.01,2709,Guangdong
2019-10-30,Chengdu,茄子,3.08,2359,Guangdong
2019-10-31,Chengdu,茄子,3.17,2514,Hebei
2019-11-01,Chengdu,茄子,3.33,2253,Hebei
2019-11-02,Chengdu,茄子,2.76,2922,Sichuan
2019-11-03,Chengdu,茄子,2.95,2885,Guangdong
2019-11-04,Chengdu,茄子,3.84,2231,Sichuan
2019-11-05,Chengdu,茄子,3.65,1947,Henan
2019-11-06,Chengdu,茄子,3.53,2286,Hebei
2019-11-07,Chengdu,茄子,2.75,3114,Guangdong
2019-11-08,Chengdu,茄子,3.1,2162,Guangdong
2019-11-09,Chengdu,茄子,3.79,2667,Shandong
2019-11-10,Chengdu,茄子,3.93,2240,Shandong
2019-11-11,Chengdu,茄子,3.02,3127,Shandong
2019-11-12,Chengdu,茄子,3.2,2627,Guangdong
2019-11-13,Chengdu,茄子,2.92,2373,Guangdong
2019-11-14,Chengdu,茄子,3.32,2429,Shandong
2019-11-15,Chengdu,茄子,3.29,2655,Sichuan
2019-11-16,Chengdu,茄子,3.45,2299,Hebei
2019-11-17,Chengdu,茄子,3.7,2062,Henan
2019-11-18,Chengdu,茄子,3.53,2187,Henan
2019-11-19,Chengdu,茄子,2.68,2844,Hebei
2019-11-20,Chengdu,茄子,3.01,3047,Sichuan
2019-11-21,Chengdu,茄子,3.13,3022,Henan
2019-11-22,Chengdu,茄子,2.88,2785,Henan
2019-11-23,Chengdu,茄子,3.34,2573,Shandong
2019-11-24,Chengdu,茄子,3.62,2215,Hebei
2019-11-25,Chengdu,茄子,3.32,2304,Sichuan
2019-11-26,Chengdu,茄子,3.63,2291,Hebei
2019-11-27,Chengdu,茄子,3.34,2127,Henan
2019-11-28,Chengdu,茄子,3.67,2243,Hebei
2019-11-29,Chengdu,茄子,3.48,1921,Henan
2019-11-30,Chengdu,茄子,3.64,2589,Hebei
2019-12-01,Chengdu,茄子,3.95,2354,Guangdong
2019-12-02,Chengdu,茄子,4.31,1802,Guangdong
2019-12-03,Chengdu,茄子,3.15,3152,Henan
2019-12-04,Chengdu,茄子,3.62,2590,Shandong
2019-12-05,Chengdu,茄子,3.19,2269,Sichuan
2019-12-06,Chengdu,茄子,3.28,2056,Guangdong
2019-12-07,Chengdu,茄子,3.06,2609,Henan
2019-12-08,Chengdu,茄子,3.69,2577,Sichuan
2019-12-09,Chengdu,茄子,3.54,2431,Guangdong
2019-12-10,Chengdu,茄子,3.07,2544,Henan
2019-12-11,Chengdu,茄子,3.03,2732,Shandong
2019-12-12,Chengdu,茄子,3.64,2264,Guangdong
2019-12-13,Chengdu,茄子,3.42,2580,Guangdong
2019-12-14,Chengdu,茄子,4.21,1867,Henan
2019-12-15,Chengdu,茄子,3.44,2493,Sichuan
2019-12-16,Chengdu,茄子,3.61,2152,Shandong
2019-12-17,Chengdu,茄子,4.1,1894,Shandong
2019-12-18,Chengdu,茄子,3.44,2839,Sichuan
2019-12-19,Chengdu,茄子,3.63,2549,Hebei
2019-12-20,Chengdu,茄子,3.59,2814,Henan
2019-12-21,Chengdu,茄子,3.99,2025,Shandong
2019-12-22,Chengdu,茄子,3.96,1949,Guangdong
2019-12-23,Chengdu,茄子,3.97,1869,Henan
2019-12-24,Chengdu,茄子,4.26,1910,Sichuan
2019-12-25,Chengdu,茄子,3.63,2149,Hebei
2019-12-26,Chengdu,茄子,4.37,1544,Guangdong
2019-12-27,Chengdu,茄子,4.2,1752,Guangdong
2019-12-28,Chengdu,茄子,3.87,1988,Hebei
2019-12-29,Chengdu,茄子,4.91,1609,Guangdong
2019-12-30,Chengdu,茄子,3.7,2487,Shandong
2019-12-31,Chengdu,茄子,3.79,2345,Sichuan
2020-01-01,Chengdu,茄子,4.49,1863,Sichuan
2020-01-02,Chengdu,茄子,4.53,1521,Shandong
2020-01-03,Chengdu,茄子,4.07,1614,Guangdong
2020-01-04,Chengdu,茄子,4.37,1936,Sichuan
2020-01-05,Chengdu,茄子,4.61,1740,Hebei
2020-01-06,Chengdu,茄子,3.86,2096,Sichuan
2020-01-07,Chengdu,茄子,4.38,2296,Guangdong
2020-01-08,Chengdu,茄子,4.6,1872,Shandong
2020-01-09,Chengdu,茄子,4.67,2110,Sichuan
2020-01-10,Chengdu,茄子,5.04,1762,Henan
2020-01-11,Chengdu,茄子,4.28,1821,Sichuan
2020-01-12,Chengdu,茄子,4.36,2040,Hebei
2020-01-13,Chengdu,茄子,4.86,1202,Henan
2020-01-14,Chengdu,茄子,4.87,1762,Sichuan
2020-01-15,Chengdu,茄子,4.57,1866,Hebei
2020-01-16,Chengdu,茄子,5.91,1294,Sichuan
2020-01-17,Chengdu,茄子,4.83,1629,Sichuan
2020-01-18,Chengdu,茄子,5.2,1704,Guangdong
2020-01-19,Chengdu,茄子,5.09,1484,Guangdong
2020-01-20,Chengdu,茄子,4.65,1779,Hebei
2020-01-21,Chengdu,茄子,5.43,1473,Hebei
2020-01-22,Chengdu,茄子,4.52,1444,Henan
